participant_id,state,urbanicity,parent_relationship,parent_education,hh_income,parent_ethnicity,parent_employment,hs_type,parenting_course,childdev_course,hs_parenting_support,hs_parenting_support_reason,hs_parenting_anti_reason,hs_childdev_support,hs_childdev_support_reason,hs_childdev_anti_reason,parenting_source,source_trusted,source_freq,parenting_attitude1,parenting_attitude2,parenting_attitude3,parenting_attitude4,parenting_attitude5,parenting_attitude6,parenting_attitude7,parenting_attitude8,parenting_attitude9,parenting_attitude10,parenting_attitude11,parenting_attitude12,parenting_attitude13,parenting_attitude14,parenting_attitude15,parenting_attitude16,parenting_attitude17,parenting_attitude18,parenting_attitude19,topics_important,topics_unimportant,teaching_parenting_importance,teaching_childdev_importance,parent_style_strict,parent_style_warmth,parent_style_negotiate,parent_style_permissive,parent_style_connection,parent_style_explainrules
P096,Idaho,Suburban,Mother,High school diploma/GED,"65,001 – 105,000 USD",Caucasian,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Social media,Friends,Religious organizations",Friends,Friends,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Child social and emotional development (e.g. regulating emotions),"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Extremely important,Extremely important,60,50,40,45,60,50
P097,North Carolina,Suburban,Mother,High school diploma/GED,"0 - 35,000 USD",African-American,"Stay at home parent,Unemployed",Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Social media,Friends",My parents,My parents,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Very important,Important,49,60,51,55,58,55
P098,Texas,Suburban,Mother,High school diploma/GED,"65,001 – 105,000 USD",African-American,Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.)",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),Pediatrician,Books,Online discussion platform,Friends,School/Daycare",Pediatrician,My parents,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Agree,Strongly agree,Strongly agree,Agree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,"Child physical development (e.g. body growth, motor skills, etc.)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Slightly important,Slightly important,56,96,40,50,93,49
P099,Oklahoma,Rural,Father,"Doctoral degree (e.g. MD, PhD, EdD) or Professional degree (e.g. JD)","35,000 – 65,000 USD",Caucasian,Retired,Home School,No,No,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise,Other (please specify):",No,,"They don't need to know about child development at this age,Learning about child development might encourage adolescents to have children before they would otherwise","My parents,Internet search (e.g. through a Google search),Parenting newsletters/ subscription,Social media,Other (Please specify)",Other (Please specify),Other (Please specify),Strongly agree,Slightly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly disagree,Strongly disagree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parenting behaviors and approaches (e.g. parenting styles).,Not important,Not important,50,100,50,50,100,80
P100,South Carolina,Rural,Father,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Full-time job,"Home School,Charter",Yes,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting",No,,"They don't need to know about child development at this age,High school is not the right place to learn about child development","My parents,My partner’s parents,Friends,Religious organizations",My parents,My parents,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Child and family nutrition (e.g. how to provide proper nutrition),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Not important,Not important,81,52,36,34,66,48
P101,North Carolina,Suburban,Father,High school diploma/GED,"65,001 – 105,000 USD",Caucasian,Full-time job,Public,Yes,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Parenting newsletters/ subscription,Religious organizations,School/Daycare",My parents,My parents,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Slightly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Slightly agree,Strongly agree,Strongly agree,Child social and emotional development (e.g. regulating emotions),"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Extremely important,Extremely important,50,100,80,40,100,90
P102,Indiana,Suburban,Mother,High school diploma/GED,"105,001 – 175,000 USD",Caucasian,Stay at home parent,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Other (please specify):",,No,,High school is not the right place to learn about child development,"My parents,Internet search (e.g. through a Google search),Pediatrician,Friends,School/Daycare",My parents,Friends,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Agree,Slightly agree,Disagree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Slightly important,Not important,35,89,57,49,85,71
P103,Pennsylvania,Urban,Step-mother,High school diploma/GED,"35,000 – 65,000 USD",Hispanic/Latino,"Full-time job,Stay at home parent",Charter,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),High school students are mature enough to discuss parenting topics,Other (please specify):",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Pediatrician,Online discussion platform,Friends,School/Daycare",Friends,Other (Please specify),Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Child and family nutrition (e.g. how to provide proper nutrition),Extremely important,Extremely important,90,90,50,20,70,50
P104,New Jersey,Suburban,Step-father,High school diploma/GED,"105,001 – 175,000 USD",Asian/Pacific Islander,Full-time job,Public,No,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise",Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Online discussion platform,Friends",Internet search (e.g. through a Google search),The internet (e.g. through a Google search),Slightly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Child social and emotional development (e.g. regulating emotions),Parenting behaviors and approaches (e.g. parenting styles).,Not important,Extremely important,21,62,48,62,71,47
P105,Florida,Suburban,Mother,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Full-time job,Private,Yes,Yes,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Friends",Pediatrician,The internet (e.g. through a Google search),Strongly agree,Slightly agree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Slightly agree,Agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Child social and emotional development (e.g. regulating emotions),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Very important,Very important,50,76,35,15,93,20
P106,California,Suburban,Father,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Parenting newsletters/ subscription,Social media,Online discussion platform,Friends",Online discussion platform,The internet (e.g. through a Google search),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Extremely important,Very important,11,82,79,77,77,58
P107,Arkansas,Urban,Mother,"Doctoral degree (e.g. MD, PhD, EdD) or Professional degree (e.g. JD)","More than 250,000 USD",Caucasian,Full-time job,Private,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Social media,Friends",My parents,My parents,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Child social and emotional development (e.g. regulating emotions),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Extremely important,Extremely important,78,80,61,80,100,57
P108,Texas,Urban,Step-father,Master’s degree,"175,001 – 250,000 USD","African-American,Caucasian",Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Other (please specify):",,Yes,"Everybody should know about how children grow and learn,Other (please specify):",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),Books,Friends",Books,Books,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Parenting resources (e.g. medical, legal, health support available for children and caregivers)","Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Extremely important,Extremely important,27,77,74,77,89,85
P109,Michigan,Urban,Father,Associate degree,"65,001 – 105,000 USD",African-American,Full-time job,Public,No,No,Yes,High school students are mature enough to discuss parenting topics,,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Parenting newsletters/ subscription,Social media,Online discussion platform,Friends",AI (e.g. ChatGPT),AI (e.g. ChatGPT),Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Child social and emotional development (e.g. regulating emotions),"Child physical development (e.g. body growth, motor skills, etc.)",Very important,Very important,54,76,63,55,69,78
P110,Texas,Suburban,Mother,Bachelor’s degree,"35,000 – 65,000 USD","Hispanic/Latino,Native American",Full-time job,Charter,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Pediatrician,Friends",My parents,My parents,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Child social and emotional development (e.g. regulating emotions),Very important,Very important,12,97,93,65,95,79
P111,California,Suburban,Mother,Master’s degree,"More than 250,000 USD",Caucasian,Part-time job,"Private,Home School,Charter",No,No,No,,High school is not the right place to learn about parenting,No,,"High school is not the right place to learn about child development,Other (please specify):","My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Online discussion platform,Friends,School/Daycare",Online discussion platform,My parents,Agree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Disagree,Disagree,Slightly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Slightly agree,Disagree,Slightly disagree,Child and family nutrition (e.g. how to provide proper nutrition),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Slightly important,Not important,26,84,50,50,100,75
P112,North Carolina,Rural,Mother,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Stay at home parent,"Public,Home School",No,No,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Online discussion platform",Online discussion platform,Online discussion platform,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,"Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Parenting behaviors and approaches (e.g. parenting styles).,Very important,Very important,28,93,92,50,92,99
P113,Pennsylvania,Urban,Mother,Associate degree,"65,001 – 105,000 USD","African-American,Caucasian",Full-time job,"Public,Home School",Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Parenting newsletters/ subscription,Social media,Online discussion platform,Friends,School/Daycare",Online discussion platform,Online discussion platform,Agree,Agree,Disagree,Agree,Strongly disagree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Parenting behaviors and approaches (e.g. parenting styles).,Extremely important,Extremely important,35,65,75,60,65,45
P114,Missouri,Suburban,Father,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Retired,"Public,Home School",Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids,Other (please specify):",,"Internet search (e.g. through a Google search),Pediatrician,Books,Friends,School/Daycare",School/Daycare,The internet (e.g. through a Google search),Strongly agree,Slightly agree,Agree,Strongly agree,Disagree,Slightly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Extremely important,Important,56,88,87,81,94,100
P115,North Carolina,Suburban,Mother,Associate degree,"35,000 – 65,000 USD",African-American,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Social media,Friends",Friends,Friends,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Child physical development (e.g. body growth, motor skills, etc.)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Extremely important,Extremely important,61,50,57,50,79,70
P116,North Carolina,Rural,Father,High school diploma/GED,"35,000 – 65,000 USD",Caucasian,Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Parenting newsletters/ subscription,Social media,Online discussion platform,Friends,Religious organizations",Religious organizations,My parents,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Important,Important,64,19,76,64,7,19
P117,Pennsylvania,Rural,Mother,Bachelor’s degree,"0 - 35,000 USD",Caucasian,Stay at home parent,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Pediatrician,Books",Books,Books,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Extremely important,Extremely important,40,80,54,47,78,92
P118,Virginia,Suburban,Father,Master’s degree,"105,001 – 175,000 USD",African-American,Full-time job,"Private,Public",Yes,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Books,Online discussion platform,Friends,Religious organizations",My parents,Parenting newsletter/subscription,Strongly agree,Agree,Slightly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Parenting behaviors and approaches (e.g. parenting styles).,Parent-child relationships (e.g. how to build supportive relationships with a developing child),Important,Very important,51,75,64,75,66,90
P119,Florida,Suburban,Mother,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,"Part-time job,Stay at home parent",Home School,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Books,Social media,Online discussion platform,Friends,Religious organizations",My parents,My parents,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Extremely important,Extremely important,45,100,60,60,100,100
P120,Virginia,Suburban,Mother,Associate degree,"35,000 – 65,000 USD",Caucasian,Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Parenting newsletters/ subscription",My parents,My parents,Agree,Agree,Slightly disagree,Agree,Strongly disagree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child language and cognitive development (e.g. learning, talking, reasoning)",Very important,Very important,53,68,52,47,87,71
P121,Nebraska,Suburban,Mother,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Full-time job,Public,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Social media,Friends",My parents,My parents,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree,Child social and emotional development (e.g. regulating emotions),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Very important,Very important,61,86,73,69,86,85
P122,Texas,Suburban,Father,Master’s degree,"More than 250,000 USD",African-American,Full-time job,Public,No,No,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise",Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Friends",Pediatrician,Pediatrician,Agree,Agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),Parenting behaviors and approaches (e.g. parenting styles).,Not important,Important,50,52,51,50,50,52
P123,Illinois,Urban,Mother,High school diploma/GED,"35,000 – 65,000 USD",Hispanic/Latino,Stay at home parent,Home School,No,No,No,,Learning about parenting might encourage adolescents to have children before they would otherwise,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.)",,"Internet search (e.g. through a Google search),Pediatrician,Books,Social media",Pediatrician,The internet (e.g. through a Google search),Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Disagree,Slightly agree,Agree,Agree,Agree,Agree,Slightly disagree,Slightly agree,Agree,Agree,Agree,Agree,Child social and emotional development (e.g. regulating emotions),Parenting behaviors and approaches (e.g. parenting styles).,Not important,Slightly important,61,37,54,6,58,40
P124,Minnesota,Suburban,Father,"Doctoral degree (e.g. MD, PhD, EdD) or Professional degree (e.g. JD)","175,001 – 250,000 USD",Asian/Pacific Islander,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,School/Daycare",Pediatrician,The internet (e.g. through a Google search),Agree,Agree,Disagree,Agree,Disagree,Slightly agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Slightly agree,Child social and emotional development (e.g. regulating emotions),Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Very important,Very important,30,85,45,30,75,80
